ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
WashiTr01 ,1968,Trooper,Washington,east,A,1,15,6.0,1.0,4.0,5.0,1.0,nan,nan,0.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0
WebbeCh01 ,2002,Chris,Webber,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WebbeCh01 ,2001,Chris,Webber,west,N,1,20,8.0,0.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,7.0,3.0,4.0,1.0,2.0,1.0
WebbeCh01 ,2000,Chris,Webber,west,N,1,29,14.0,5.0,4.0,9.0,3.0,1.0,0.0,1.0,2.0,14.0,6.0,4.0,2.0,1.0,0.0
WebbeCh01 ,1999,Chris,Webber,west,N,1,13,6.0,5.0,3.0,8.0,3.0,1.0,0.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0
WebbeCh01 ,1996,Chris,Webber,east,N,1,14,2.0,3.0,1.0,4.0,3.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0
WedmaSc01 ,1975,Scott,Wedman,west,N,1,20,8.0,nan,nan,6.0,2.0,nan,nan,nan,nan,5.0,4.0,0.0,0.0,nan,nan
WestJe01  ,1972,Jerry,West,west,N,1,20,6.0,nan,nan,4.0,3.0,nan,nan,nan,nan,6.0,3.0,0.0,0.0,nan,nan
WestJe01  ,1971,Jerry,West,west,N,1,27,13.0,nan,nan,6.0,5.0,nan,nan,nan,nan,9.0,6.0,2.0,1.0,nan,nan
WestJe01  ,1970,Jerry,West,west,N,1,20,5.0,nan,nan,1.0,9.0,nan,nan,nan,nan,4.0,2.0,3.0,1.0,nan,nan
WestJe01  ,1969,Jerry,West,west,N,1,31,22.0,nan,nan,5.0,5.0,nan,nan,nan,nan,12.0,7.0,12.0,8.0,nan,nan
WestJe01  ,1968,Jerry,West,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WestJe01  ,1967,Jerry,West,west,N,1,32,17.0,nan,nan,6.0,6.0,nan,nan,nan,nan,17.0,7.0,4.0,3.0,nan,nan
WestJe01  ,1966,Jerry,West,west,N,1,30,16.0,nan,nan,3.0,6.0,nan,nan,nan,nan,11.0,6.0,4.0,4.0,nan,nan
WestJe01  ,1965,Jerry,West,west,N,1,11,4.0,nan,nan,1.0,0.0,nan,nan,nan,nan,5.0,1.0,2.0,2.0,nan,nan
WestJe01  ,1964,Jerry,West,west,N,1,40,20.0,nan,nan,5.0,6.0,nan,nan,nan,nan,16.0,8.0,6.0,4.0,nan,nan
WestJe01  ,1963,Jerry,West,west,N,1,42,17.0,nan,nan,4.0,5.0,nan,nan,nan,nan,20.0,8.0,1.0,1.0,nan,nan
WestJe01  ,1962,Jerry,West,west,N,1,32,13.0,nan,nan,7.0,5.0,nan,nan,nan,nan,15.0,5.0,4.0,3.0,nan,nan
WestJe01  ,1961,Jerry,West,west,N,1,31,18.0,nan,nan,3.0,1.0,nan,nan,nan,nan,14.0,7.0,6.0,4.0,nan,nan
WestJe01  ,1960,Jerry,West,west,N,1,25,9.0,nan,nan,2.0,4.0,nan,nan,nan,nan,8.0,2.0,6.0,5.0,nan,nan
WestpPa01 ,1979,Paul,Westphal,west,N,1,27,21.0,nan,nan,1.0,5.0,nan,nan,nan,nan,14.0,8.0,6.0,5.0,nan,nan
WestpPa01 ,1978,Paul,Westphal,west,N,1,21,17.0,nan,nan,1.0,5.0,nan,nan,nan,nan,12.0,8.0,2.0,1.0,nan,nan
WestpPa01 ,1977,Paul,Westphal,west,N,1,24,20.0,nan,nan,0.0,5.0,nan,nan,nan,nan,14.0,9.0,5.0,2.0,nan,nan
WestpPa01 ,1976,Paul,Westphal,west,N,1,31,20.0,nan,nan,1.0,6.0,nan,nan,nan,nan,16.0,10.0,0.0,0.0,nan,nan
WestpPa01 ,1981,Paul,Westphal,west,N,1,25,19.0,nan,nan,4.0,3.0,nan,nan,nan,nan,12.0,8.0,3.0,3.0,nan,nan
WestpPa01 ,1980,Paul,Westphal,west,N,1,25,19.0,nan,nan,4.0,3.0,nan,nan,nan,nan,12.0,8.0,3.0,3.0,nan,nan
whiteJo01 ,1976,Jo,Jo,east,N,1,15,10.0,nan,nan,1.0,2.0,nan,nan,nan,nan,7.0,5.0,0.0,0.0,nan,nan
WhiteJo01 ,1971,Jo Jo,White,east,N,1,18,12.0,nan,nan,4.0,3.0,nan,nan,nan,nan,15.0,6.0,2.0,0.0,nan,nan
WhiteJo01 ,1970,Jo Jo,White,east,N,1,22,10.0,nan,nan,9.0,2.0,nan,nan,nan,nan,10.0,5.0,0.0,0.0,nan,nan
WhiteJo01 ,1975,Jo,White,east,N,1,16,6.0,nan,nan,1.0,1.0,nan,nan,nan,nan,7.0,3.0,0.0,0.0,nan,nan
WhiteJo01 ,1974,Jo,White,east,N,1,13,7.0,nan,nan,1.0,4.0,nan,nan,nan,nan,2.0,1.0,6.0,5.0,nan,nan
WhiteJo01 ,1973,Jo,White,east,N,1,22,13.0,nan,nan,6.0,4.0,nan,nan,nan,nan,12.0,6.0,3.0,1.0,nan,nan
WhiteJo01 ,1972,Jo,White,east,N,1,18,6.0,nan,nan,5.0,5.0,nan,nan,nan,nan,7.0,3.0,0.0,0.0,nan,nan
WicksSi01 ,1974,Sidney,Wicks,west,N,1,23,16.0,nan,nan,9.0,1.0,nan,nan,nan,nan,19.0,7.0,3.0,2.0,nan,nan
WicksSi01 ,1973,Sidney,Wicks,west,N,1,24,16.0,nan,nan,1.0,1.0,nan,nan,nan,nan,6.0,5.0,10.0,6.0,nan,nan
WicksSi01 ,1972,Sidney,Wicks,west,N,1,24,13.0,nan,nan,5.0,1.0,nan,nan,nan,nan,10.0,4.0,5.0,5.0,nan,nan
WicksSi01 ,1971,Sidney,Wicks,west,N,1,10,4.0,nan,nan,2.0,0.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
WilkeJa01 ,1975,Jamaal,Wilkes,west,N,1,14,8.0,nan,nan,4.0,2.0,nan,nan,nan,nan,9.0,3.0,2.0,2.0,nan,nan
WilkeJa01 ,1982,Jamaal,Wilkes,west,N,1,15,10.0,nan,nan,2.0,2.0,nan,nan,nan,nan,6.0,4.0,2.0,2.0,nan,nan
WilkeJa01 ,1981,Jamaal,Wilkes,west,N,1,25,15.0,nan,nan,8.0,3.0,nan,nan,nan,nan,12.0,6.0,3.0,3.0,nan,nan
WilkeJa01 ,1980,Jamaal,Wilkes,west,N,1,25,15.0,nan,nan,8.0,3.0,nan,nan,nan,nan,12.0,6.0,3.0,3.0,nan,nan
WilkeLe01 ,1972,Lenny,Wilkens,east,N,1,24,7.0,nan,nan,2.0,1.0,nan,nan,nan,nan,8.0,3.0,2.0,1.0,nan,nan
WilkeLe01 ,1962,Lenny,Wilkens,west,N,1,25,4.0,nan,nan,2.0,3.0,nan,nan,nan,nan,7.0,2.0,1.0,0.0,nan,nan
WilkeLe01 ,1970,Lenny,Wilkens,west,N,1,20,21.0,nan,nan,1.0,1.0,nan,nan,nan,nan,11.0,8.0,5.0,5.0,nan,nan
WilkeLe01 ,1969,Lenny,Wilkens,west,N,1,17,12.0,nan,nan,2.0,4.0,nan,nan,nan,nan,7.0,5.0,3.0,2.0,nan,nan
WilkeLe01 ,1967,Len,Wilkens,west,N,1,22,14.0,nan,nan,3.0,3.0,nan,nan,nan,nan,10.0,4.0,8.0,6.0,nan,nan
WilkeLe01 ,1966,Len,Wilkens,west,N,1,16,6.0,nan,nan,2.0,6.0,nan,nan,nan,nan,6.0,2.0,3.0,2.0,nan,nan
WilkeLe01 ,1964,Len,Wilkens,west,N,1,20,8.0,nan,nan,3.0,3.0,nan,nan,nan,nan,6.0,2.0,4.0,4.0,nan,nan
WilkeLe01 ,1963,Len,Wilkens,west,N,1,14,3.0,nan,nan,0.0,0.0,nan,nan,nan,nan,5.0,1.0,1.0,1.0,nan,nan
WilkeLe01 ,1968,Len,Wilkens,west,N,1,24,10.0,nan,nan,7.0,5.0,nan,nan,nan,nan,15.0,3.0,5.0,4.0,nan,nan
WilkiDo01 ,1993,Dominique,Wilkins,east,N,1,17,11.0,nan,nan,2.0,4.0,nan,nan,nan,nan,9.0,4.0,6.0,3.0,nan,nan
WilkiDo01 ,1992,Dominique,Wilkins,west,N,1,18,9.0,nan,nan,7.0,0.0,nan,nan,nan,nan,11.0,2.0,4.0,4.0,nan,nan
WilkiDo01 ,1991,Dominique,Wilkins,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WilkiDo01 ,1990,Dominique,Wilkins,east,N,1,22,12.0,nan,nan,3.0,4.0,nan,nan,nan,nan,11.0,3.0,8.0,6.0,nan,nan
WilkiDo01 ,1989,Dominique,Wilkins,east,N,1,16,13.0,nan,nan,0.0,4.0,nan,nan,nan,nan,10.0,5.0,2.0,2.0,nan,nan
WilkiDo01 ,1988,Dominique,Wilkins,east,N,1,15,9.0,nan,nan,2.0,0.0,nan,nan,nan,nan,8.0,3.0,3.0,3.0,nan,nan
WilkiDo01 ,1987,Dominique,Wilkins,east,N,1,30,29.0,nan,nan,5.0,0.0,nan,nan,nan,nan,22.0,12.0,6.0,5.0,nan,nan
WilkiDo01 ,1986,Dominique,Wilkins,east,N,1,24,10.0,nan,nan,5.0,1.0,nan,nan,nan,nan,9.0,3.0,7.0,4.0,nan,nan
WilkiDo01 ,1985,Dominique,Wilkins,east,N,1,17,13.0,nan,nan,3.0,2.0,nan,nan,nan,nan,15.0,6.0,2.0,1.0,nan,nan
WilliBu01 ,1985,Buck,Williams,east,N,1,20,13.0,nan,nan,7.0,4.0,nan,nan,nan,nan,8.0,5.0,5.0,3.0,nan,nan
WilliBu01 ,1982,Buck,Williams,east,N,1,19,8.0,nan,nan,7.0,1.0,nan,nan,nan,nan,4.0,3.0,4.0,2.0,nan,nan
WilliCh01 ,1968,Charles,Williams,east,A,1,5,2.0,0.0,0.0,0.0,1.0,nan,nan,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
WilliCh01 ,1969,Charles,Williams,east,A,1,7,2.0,nan,nan,0.0,1.0,nan,nan,nan,2.0,5.0,1.0,0.0,0.0,2.0,0.0
WilliCh02 ,1972,Chuck,Williams,west,A,1,16,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0
WilliCh02 ,1975,Chuck,Williams,Denver,A,1,22,7.0,nan,nan,1.0,4.0,nan,nan,nan,2.0,6.0,2.0,5.0,3.0,0.0,0.0
WilliGu01 ,1982,Gus,Williams,west,N,1,15,6.0,nan,nan,1.0,4.0,nan,nan,nan,nan,9.0,3.0,0.0,0.0,nan,nan
WilliJa01 ,1997,Jayson,Williams,east,N,1,19,4.0,7.0,3.0,10.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
WilliKe01 ,1991,Kevin,Willis,east,N,1,14,8.0,nan,nan,4.0,0.0,nan,nan,nan,nan,10.0,4.0,0.0,0.0,nan,nan
WinteBr01 ,1977,Brian,Winters,west,N,1,14,8.0,nan,nan,4.0,1.0,nan,nan,nan,nan,7.0,4.0,0.0,0.0,nan,nan
WinteBr01 ,1975,Brian,Winters,west,N,1,16,2.0,nan,nan,2.0,1.0,nan,nan,nan,nan,5.0,1.0,0.0,0.0,nan,nan
WiseWi01  ,1971,Willie,Wise,west,A,1,33,15.0,7.0,2.0,9.0,3.0,nan,nan,2.0,2.0,8.0,5.0,7.0,5.0,0.0,0.0
WiseWi01  ,1972,Willie,Wise,west,A,1,37,26.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,3.0,20.0,11.0,4.0,4.0,0.0,0.0
WiseWi01  ,1973,Willie,Wise,west,A,1,25,8.0,1.0,6.0,7.0,0.0,1.0,1.0,1.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0
WorthJa01 ,1991,James,Worthy,west,N,1,14,9.0,nan,nan,4.0,1.0,nan,nan,nan,nan,7.0,4.0,1.0,1.0,nan,nan
WorthJa01 ,1990,James,Worthy,west,N,1,21,9.0,nan,nan,2.0,0.0,nan,nan,nan,nan,11.0,3.0,4.0,3.0,nan,nan
WorthJa01 ,1989,James,Worthy,west,N,1,19,2.0,nan,nan,4.0,0.0,nan,nan,nan,nan,11.0,1.0,0.0,0.0,nan,nan
WorthJa01 ,1988,James,Worthy,west,N,1,18,8.0,nan,nan,2.0,2.0,nan,nan,nan,nan,7.0,4.0,0.0,0.0,nan,nan
WorthJa01 ,1987,James,Worthy,west,N,1,13,4.0,nan,nan,3.0,1.0,nan,nan,nan,nan,8.0,2.0,1.0,0.0,nan,nan
WorthJa01 ,1986,James,Worthy,west,N,1,29,22.0,nan,nan,8.0,3.0,nan,nan,nan,nan,14.0,10.0,2.0,2.0,nan,nan
WorthJa01 ,1985,James,Worthy,west,N,1,28,20.0,nan,nan,3.0,2.0,nan,nan,nan,nan,19.0,10.0,0.0,0.0,nan,nan
YardlGe01 ,1958,George,Yardley,west,N,1,17,6.0,nan,nan,4.0,0.0,nan,nan,nan,nan,8.0,2.0,2.0,2.0,nan,nan
YardlGe01 ,1957,George,Yardley,west,N,1,32,19.0,nan,nan,9.0,1.0,nan,nan,nan,nan,15.0,8.0,5.0,3.0,nan,nan
YardlGe01 ,1956,George,Yardley,west,N,1,25,9.0,nan,nan,9.0,0.0,nan,nan,nan,nan,10.0,4.0,1.0,1.0,nan,nan
YardlGe01 ,1955,George,Yardley,west,N,1,19,8.0,nan,nan,6.0,1.0,nan,nan,nan,nan,7.0,3.0,3.0,2.0,nan,nan
YardlGe01 ,1954,George,Yardley,west,N,1,22,11.0,nan,nan,4.0,2.0,nan,nan,nan,nan,11.0,4.0,4.0,3.0,nan,nan
YardlGe01 ,1959,George,Yardley,east,N,1,16,11.0,nan,nan,3.0,0.0,nan,nan,nan,nan,9.0,5.0,2.0,1.0,nan,nan
ZasloMa01 ,1951,Max,Zaslofsky,east,N,1,25,1.0,nan,nan,4.0,2.0,nan,nan,nan,nan,7.0,3.0,5.0,5.0,nan,nan
